prompt,response
"Draw a smooth green polyline curve on the coordinate plane, consisting of two curved segments. Show me the red dots and the guiding lines that define its shape.","from manim import *

class GreenCurve(Scene):
    def construct(self):
        plane = NumberPlane()
        my_vmobject = VMobject(color=GREEN)
        my_vmobject.points = [
            np.array([-2, -1, 0]),
            np.array([-3, 1, 0]),
            np.array([0, 3, 0]),
            np.array([1, 3, 0]),
            np.array([1, 3, 0]),
            np.array([0, 1, 0]),
            np.array([4, 3, 0]),
            np.array([4, -2, 0]),
        ]
        handles = [
            Dot(point, color=RED) for point in
            [[-3, 1, 0], [0, 3, 0], [0, 1, 0], [4, 3, 0]]
        ]
        handle_lines = [
            Line(
                my_vmobject.points[ind],
                my_vmobject.points[ind+1],
                color=RED,
                stroke_width=2
            ) for ind in range(0, len(my_vmobject.points), 2)
        ]
        self.add(plane, *handles, *handle_lines, my_vmobject)"
Draw an orange square that turns into a blue circle. And then a dot appears under the blue circle and it moves to the right along with the circle.,"from manim import *

class SquareToCircle(Scene):
    def construct(self):
        orange_square = Square(color=ORANGE, fill_opacity=0.5)
        blue_circle = Circle(color=BLUE, fill_opacity=0.5)
        self.add(orange_square)
        self.play(ReplacementTransform(orange_square, blue_circle, run_time=3))
        small_dot = Dot()
        small_dot.add_updater(lambda mob: mob.next_to(blue_circle, DOWN))
        self.play(Create(small_dot))
        self.play(blue_circle.animate.shift(RIGHT))
        self.wait()
        self.play(FadeOut(blue_circle, small_dot))"
"Show the key parameters of the displayed frame. Display a dot in the center. Add a horizontal line equal to the width of the frame, placing it at the bottom edge, and label its value in pixels above it. Add a vertical line equal to the height of the frame, placing it at the left edge, and label its value in pixels to the right of it.","from manim import *
class ShowScreenResolution(Scene):
    def construct(self):
        pixel_height = config[""pixel_height""]
        pixel_width = config[""pixel_width""]
        frame_width = config[""frame_width""]
        frame_height = config[""frame_height""]
        self.add(Dot())
        d1 = Line(frame_width * LEFT / 2, frame_width * RIGHT / 2).to_edge(DOWN)
        self.add(d1)
        self.add(Text(str(pixel_width)).next_to(d1, UP))
        d2 = Line(frame_height * UP / 2, frame_height * DOWN / 2).to_edge(LEFT)
        self.add(d2)
        self.add(Text(str(pixel_height)).next_to(d2, RIGHT))"
"Display the symbol of a calligraphic H, which turns into a stylized double H.","from manim import *\nclass ChangeH(Scene):\n    def construct(self):\n        myTemplate = TexTemplate()\n        myTemplate.add_to_preamble(r""\usepackage{mathrsfs}"")\n        tex = Tex(\n            r""$\mathscr{H} \rightarrow \mathbb{H}$"",\n            tex_template=myTemplate,\n            font_size=144,\n        )\n        self.add(tex)"
Display a text label containing the monospaced letter H with a looped arrow and the LaTeX logo. The font size is 144.,"from manim import *

class AMSLaTeX(Scene):
    def construct(self):
        tex = Tex(r'$\mathtt{H} \looparrowright$ \LaTeX', font_size=144)
        self.add(tex)"
"Turn the ""Replacement Transform"" text into a red square","from manim import *

class TextToSquare(Scene):
    def construct(self):
       t = Text(""Replacement Transform"")
       s = Square(color = RED)
       self.play(Write(t))
       self.wait()
       self.play(ReplacementTransform(t, s))
       self.play(s.animate.scale(2))
       self.wait(2)"
"Turn the ""Replacement Transform"" text into a red square in a circular motion","from manim import *

class TextToSquare(Scene):
    def construct(self):
       t = Text(""Replacement Transform"")
       s = Square(color = RED)
       self.play(Write(t))
       self.wait()
       self.play(ReplacementTransform(t, s, path_arc = PI+1))
       self.play(s.animate.scale(2))
       self.wait(2)"
"Create an animation where the word 'Transform' appears first, and then it turns into a red square, which then expands twice.","from manim import *

class TextToSquare(Scene):
    def construct(self):
       t = Text(""Transform"")
       s = Square(color = RED)
       self.play(Write(t))
       self.wait()
       self.play(Transform(t, s))
       self.play(s.animate.scale(2))
       self.wait(2)"
"Turn the text ""Transform Matching Shapes"" into ""What are you doing in my swamp?"" ","from manim import *

class TextToText(Scene):
    def construct(self):
       t1 = Text(""Transform Matching Shapes"")
       t2 = Text(""What are you doing in my swamp?"")
       self.play(Write(t1))
       self.wait()
       self.play(TransformMatchingShapes(t1, t2))
       self.wait(2)"
"Write the text ""I like this one"" and then erase it.","from manim import *

class ILikeThisOne(Scene):
    def construct(self):
       t = Text(""I like this one"")
       self.play(Write(t))
       self.wait()
       self.play(Unwrite(t))"
Create an animation where a circle and a hexagon appear side by side. Then they smoothly switch places.,"from manim import *

class CircleAndHexagon(Scene):
    def construct(self):
       c = Circle()
       p = RegularPolygon()
       g = VGroup(c, p).arrange(buff = 1)
       self.play(Write(c), Write(p))
       self.wait(0.1)
       self.play(Swap(c, p))
       self.wait(0.5)"
"Draw a green circle that quickly enlarges and moves to the side, covering the floor of the screen. Then it changes its color to red, and then returns to its original position and state.","from manim import *\n\nclass GreenCircle(Scene):\n    def construct(self):\n       c = Circle(color = GREEN, fill_opacity = 1)\n       c.save_state()\n       self.play(c.animate.scale(6))\n       self.play(c.animate.shift(RIGHT*4))\n       self.play(FadeToColor(c, RED))\n       self.play(Restore(c))\n       self.wait()"
"Create an animation where three multi-colored circles appear in a row, and then all together smoothly disappear.","from manim import *\n\nclass animations(Scene):\n    def construct(self):\n       c1 = Circle(color = GREEN)\n       c2 = Circle(color = RED)\n       c3 = Circle(color = BLUE)\n       g = VGroup(c1, c2, c3).arrange() \n       self.play(Create(c1), Create(c2), Create(c3))\n       self.wait()\n       self.play(Uncreate(g))\n       self.wait(0.5)"
"Write the word ""Shrek"" in red text and Sentient font, and then circle it.","from manim import *\n\nclass Shrek(Scene):\n    def construct(self):\n       t = Text(""Shrek"", color = RED, font = ""Sentient"").scale(2)\n       self.play(Write(t))\n       self.play(Circumscribe(t))\n       self.wait(0.5)"
"Write the word ""Shrek"" in red text and Sentient font, and then circle it in a blue circle.","from manim import *\n\nclass Shrek(Scene):\n    def construct(self):\n       t = Text(""Shrek"", color = RED, font = ""Sentient"").scale(2)\n       self.play(Write(t))\n       self.play(Circumscribe(t, color = BLUE, stroke_width = 50, shape = Circle, buff = 1.4, time_width = 3))\n       self.wait(0.5)"
"Write the word ""Shrek"" in red text and Sentient font, and then highlight it.","from manim import *\n\nclass Shrek(Scene):\n    def construct(self):\n       t = Text(""Shrek"", color = RED, font = ""Sentient"").scale(2)\n       self.play(Write(t))\n       self.play(Indicate(t))\n       self.wait(0.5)"
"Show me how a blue rounded frame appears in the center, and another orange one appears around it.","from manim import *\n\nclass animations(Scene):\n    def construct(self):\n       s = RoundedRectangle(color = BLUE, stroke_width = 10, corner_radius = 0.5, width = 2, height = 2)\n       ss = SurroundingRectangle(s, color = ORANGE, corner_radius = 0.5, buff = 1.5, stroke_width = 10)\n       g = VGroup(s, ss)\n       self.play(GrowFromCenter(g))\n       self.wait(0.5)"
"Show how a red square grows from a point, which gradually turns blue.","from manim import *\n\nclass GrowingSquare(Scene):\n    def construct(self):\n       r = Square(color = BLUE, fill_opacity = 1).scale(2)\n       self.play(GrowFromCenter(r, point_color = RED), run_time = 2)\n       self.wait(0.5)"
"First, draw a red triangle along the contour, and then paint it over.","from manim import *\n\nclass RedTriangle(Scene):\n    def construct(self):\n       t = Triangle(color = RED, fill_opacity = 1).scale(2)\n       self.play(DrawBorderThenFill(t))\n       self.wait(0.5)"
"Draw a thick blue circle, and then turn it into a shaded red circle.","from manim import *\n\nclass RedCircle(Scene):\n    def construct(self):\n       t = Circle(color = RED, stroke_color = WHITE, fill_opacity = 1).scale(2)\n       self.play(DrawBorderThenFill(t, stroke_color = BLUE, stroke_width = 30))\n       self.wait(0.5)"
Draw a shaded red circle that smoothly turns blue.,"from manim import *\n\nclass RedCircleToBlue(Scene):\n    def construct(self):\n       c = Circle(color = RED, fill_opacity = 1).scale(2)\n       self.play(Write(c))\n       self.play(FadeToColor(c, BLUE))\n       self.wait(0.5)"
Draw a red shaded circle that turns into a blue square that has been enlarged twice.,"from manim import *\n\nclass CircleToSquare(Scene):\n    def construct(self):\n       c = Circle(color = RED, fill_opacity = 1)\n       r = Square(color = BLUE).scale(2)\n       self.play(Write(c))\n       self.play(FadeTransform(c, r))\n       self.wait(0.5)"
"On the left, show how the circle turns into a rectangle and back with stretching. On the right is how they transform into each other without stretching. It says ""stretch = True"" above the first one, and ""stretch = False"" above the second one","from manim import *\n\nclass animations(Scene):\n    def construct(self):\n       c1 = Circle(color = RED, fill_opacity = 1)\n       r1 = Rectangle(color = BLUE)\n       t1 = Text(""stretch = True"")\n       g1 = VGroup(c1, r1)\n\n       \n       c2 = Circle(color = RED, fill_opacity = 1)\n       r2 = Rectangle(color = BLUE)\n       t2 = Text(""stretch = False"")\n       g2 = VGroup(c2, r2)\n\n       gg = VGroup(g1, g2).arrange(buff = 1)\n       t1.next_to(r1, UP)\n       t2.next_to(r2, UP)\n\n       self.add(c1, c2, t1, t2)\n       self.play(FadeTransform(c1, r1), FadeTransform(c2, r2, stretch = False))\n       self.play(FadeTransform(r1, c1), FadeTransform(r2, c2, stretch = False))\n       self.wait(0.5)"
Draw a red circle that fades smoothly.,"from manim import *\n\nclass animations(Scene):\n    def construct(self):\n       c = Circle(color = RED, stroke_width = 10)\n       self.play(ShowCreationThenFadeOut(c))\n       self.wait(0.5)"
"Draw three shaded circles: red, green and blue. Then show them how they swap places in different ways — in pairs and all together in a circle. At the end, all the circles disappear.","from manim import *\n\nclass animations(Scene):\n    def construct(self):\n       d1 = Dot(color = RED)\n       d2 = Dot(color = GREEN)\n       d3 = Dot(color = BLUE)\n\n       g = VGroup(d1, d2, d3).arrange().scale(10)\n       self.play(Write(g)) \n\n       self.play(CyclicReplace(d1, d2))\n       self.play(CyclicReplace(d2, d3))\n       self.play(CyclicReplace(d1, d3))\n       self.play(CyclicReplace(d1, d2, d3))\n       self.play(CyclicReplace(d3, d1, d2))\n       self.play(Unwrite(g))"
"Write two red words: ""Hello"" and ""There"" in Sentient font. Then focus on ""There""","from manim import *\n\nclass HelloThere(Scene):\n    def construct(self):\n        t1 = Text(""Hello"", color = RED, font = ""Sentient"").scale(2)\n        t2 = Text(""There"", color = RED, font = ""Sentient"").scale(2)\n\n        g = VGroup(t1, t2).arrange(buff = 2)\n        self.play(Write(g))\n        self.play(FocusOn(t2))\n        self.wait(0.5)"
"Show the word ""Shrek"" in Sentient font, which seems to twist out of the center when it appears. And then erase it.","from manim import *\n\nclass Shrek(Scene):\n    def construct(self):\n        t = Text(""Shrek"", color = RED, font = ""Sentient"").scale(2)\n        s = Square()\n        self.play(SpiralIn(t))\n        self.wait(0.5)\n        self.play(Unwrite(t))\n        self.wait(0.5)"
"Show the word ""Shrek"" in Sentient font, and then make it wave.","from manim import *\n\nclass Shrek(Scene):\n    def construct(self):\n       t = Text(""Shrek"", color = RED, font = ""Sentient"").scale(2)\n       self.play(Write(t))\n       self.play(ApplyWave(t))\n       self.wait(0.5)"
